Date,Internet,Semiconductor,Hardware,Software
2/27/2012,1,1.04,0.95,1.06
2/28/2012,1,1.04,0.95,1.06
2/29/2012,1,1.05,0.95,1.06
3/1/2012,1,1.04,0.95,1.06
3/2/2012,1,1.04,0.95,1.06
3/5/2012,1,1.05,0.95,1.06
3/6/2012,1,1.04,0.95,1.06
3/7/2012,1,1.04,0.95,1.06
3/8/2012,1,1.04,0.96,1.06
3/9/2012,1,1.04,0.96,1.06
3/12/2012,1,1.04,0.96,1.06
3/13/2012,1,1.04,0.96,1.06
3/14/2012,1.01,1.04,0.96,1.06
3/15/2012,1.01,1.04,0.95,1.06
3/16/2012,1.01,1.04,0.95,1.06
3/19/2012,1.01,1.04,0.95,1.06
3/20/2012,1.01,1.04,0.95,1.06
3/21/2012,1.01,1.04,0.95,1.06
3/22/2012,1.01,1.04,0.95,1.06
3/23/2012,1.01,1.04,0.95,1.06
3/26/2012,1.01,1.04,0.95,1.06
3/27/2012,1.01,1.04,0.95,1.06
3/28/2012,1,1.04,0.95,1.06
3/29/2012,1,1.04,0.95,1.06
3/30/2012,1.01,1.04,0.95,1.06
4/2/2012,1,1.04,0.96,1.06
4/3/2012,1.01,1.04,0.95,1.06
4/4/2012,1,1.04,0.95,1.06
4/5/2012,1,1.04,0.96,1.06
4/9/2012,1,1.04,0.95,1.06
4/10/2012,1,1.04,0.95,1.06
4/11/2012,1,1.04,0.95,1.06
4/12/2012,1,1.04,0.95,1.06
4/13/2012,1.01,1.04,0.95,1.06
4/16/2012,1.01,1.04,0.96,1.05
4/17/2012,1,1.03,0.97,1.05
4/18/2012,1,1.03,0.97,1.05
4/19/2012,0.99,1.03,0.97,1.05
4/20/2012,1,1.02,0.97,1.05
4/23/2012,1,1.02,0.97,1.05
4/24/2012,1,1.02,0.97,1.05
4/25/2012,0.99,1.01,1,1.04
4/26/2012,0.99,1.02,1,1.04
4/27/2012,0.99,1.02,1,1.04
4/30/2012,0.99,1.01,1,1.03
5/1/2012,0.99,1.01,1,1.03
5/2/2012,0.99,1.01,1,1.03
5/3/2012,0.99,1.02,1,1.03
5/4/2012,0.99,1.02,1,1.03
5/7/2012,0.98,1.02,1,1.04
5/8/2012,0.98,1.02,1,1.04
5/9/2012,0.98,1.02,1,1.04
5/10/2012,0.98,1.02,1,1.04
5/11/2012,0.98,1.02,1,1.03
5/14/2012,0.98,1.02,1,1.03
5/15/2012,0.97,1.02,1,1.03
5/16/2012,0.97,1.02,1,1.03
5/17/2012,0.97,1.02,1,1.03
5/18/2012,0.97,1.02,1,1.03
5/21/2012,0.97,1.01,1.01,1.03
5/22/2012,0.97,1.01,1.01,1.03
5/23/2012,0.97,1.01,1.01,1.03
5/24/2012,0.97,1.01,1.01,1.03
5/25/2012,0.97,1.01,1.01,1.03
5/29/2012,0.97,1.01,1.01,1.03
5/30/2012,0.97,1.01,1.01,1.03
5/31/2012,0.98,1.01,1.01,1.02
6/1/2012,0.97,1.01,1.02,1.02
6/4/2012,0.97,1.01,1.02,1.02
6/5/2012,0.97,1.01,1.01,1.02
6/6/2012,0.97,1.01,1.01,1.03
6/7/2012,0.97,1.01,1.01,1.03
6/8/2012,0.97,1.01,1.01,1.03
6/11/2012,0.97,1.01,1.01,1.03
6/12/2012,0.97,1.02,1.01,1.03
6/13/2012,0.97,1.01,1.01,1.03
6/14/2012,0.97,1.01,1.01,1.03
6/15/2012,0.97,1.01,1.01,1.03
6/18/2012,0.97,1.01,1.01,1.03
6/19/2012,0.97,1.01,1.01,1.03
6/20/2012,0.97,1.01,1.01,1.03
6/21/2012,0.97,1.02,1,1.03
6/22/2012,0.97,1.02,1,1.03
6/25/2012,0.97,1.02,1,1.03
6/26/2012,0.97,1.02,1,1.03
6/27/2012,0.97,1.02,1,1.03
6/28/2012,0.97,1.02,1,1.03
6/29/2012,0.97,1.02,1,1.03
7/2/2012,0.96,1.02,1,1.04
7/3/2012,0.96,1.02,1,1.04
7/5/2012,0.96,1.02,1,1.04
7/6/2012,0.96,1.02,1,1.04
7/9/2012,0.96,1.02,1,1.04
7/10/2012,0.96,1.02,1,1.04
7/11/2012,0.96,1.02,1,1.04
7/12/2012,0.96,1.02,1,1.04
7/13/2012,0.96,1.02,1,1.04
7/16/2012,0.94,1.03,1,1.04
7/17/2012,0.94,1.02,1,1.04
7/18/2012,0.94,1.03,1,1.04
7/19/2012,0.95,1.02,1.01,1.04
7/20/2012,0.94,1.03,1.01,1.04
7/23/2012,0.94,1.03,1,1.04
7/24/2012,0.94,1.03,1,1.04
7/25/2012,0.94,1.02,1.01,1.04
7/26/2012,0.94,1.02,1.01,1.04
7/27/2012,0.94,1.02,1.01,1.04
7/30/2012,0.94,1.02,1.01,1.04
7/31/2012,0.94,1.02,1.01,1.04
8/1/2012,0.94,1.02,1.01,1.04
8/2/2012,0.94,1.02,1.01,1.04
8/3/2012,0.93,1.02,1,1.05
8/6/2012,0.93,1.02,1,1.05
8/7/2012,0.92,1.04,1.01,1.04
8/8/2012,0.9,1.05,1,1.04
8/9/2012,0.9,1.07,1.01,1.03
8/10/2012,0.91,1.07,1.02,1.04
8/13/2012,0.91,1.07,1.02,1.04
8/14/2012,0.92,1.07,1.02,1.04
8/15/2012,0.91,1.07,1.02,1.04
8/16/2012,0.91,1.07,1.02,1.04
8/17/2012,0.9,1.08,1.02,1.04
8/20/2012,0.9,1.08,1.01,1.05
8/21/2012,0.9,1.08,1.02,1.05
8/22/2012,0.89,1.08,1.01,1.05
8/23/2012,0.89,1.09,1.02,1.05
8/24/2012,0.89,1.08,1.02,1.05
8/27/2012,0.89,1.09,1.02,1.05
8/28/2012,0.89,1.09,1.02,1.04
8/29/2012,0.89,1.09,1.02,1.04
8/30/2012,0.89,1.09,1.02,1.04
8/31/2012,0.89,1.09,1.02,1.04
9/4/2012,0.89,1.09,1.02,1.04
9/5/2012,0.89,1.09,1.02,1.04
9/6/2012,0.89,1.09,1.03,1.04
9/7/2012,0.89,1.09,1.03,1.04
9/10/2012,0.88,1.1,1.03,1.04
9/11/2012,0.88,1.1,1.03,1.04
9/12/2012,0.89,1.1,1.03,1.04
9/13/2012,0.89,1.1,1.03,1.04
9/14/2012,0.89,1.1,1.04,1.03
9/17/2012,0.88,1.1,1.04,1.04
9/18/2012,0.88,1.1,1.04,1.04
9/19/2012,0.88,1.1,1.04,1.03
9/20/2012,0.88,1.1,1.04,1.03
9/21/2012,0.88,1.1,1.04,1.03
9/24/2012,0.88,1.1,1.05,1.03
9/25/2012,0.87,1.11,1.05,1.03
9/26/2012,0.87,1.1,1.06,1.03
9/27/2012,0.87,1.1,1.06,1.03
9/28/2012,0.86,1.1,1.06,1.03
10/1/2012,0.86,1.1,1.07,1.03
10/2/2012,0.85,1.09,1.07,1.03
10/3/2012,0.85,1.08,1.08,1.03
10/4/2012,0.85,1.08,1.08,1.03
10/5/2012,0.85,1.08,1.09,1.02
10/8/2012,0.85,1.08,1.09,1.02
10/9/2012,0.84,1.09,1.08,1.03
10/10/2012,0.84,1.09,1.07,1.03
10/11/2012,0.84,1.09,1.08,1.03
10/12/2012,0.84,1.09,1.08,1.03
10/15/2012,0.82,1.1,1.07,1.03
10/16/2012,0.82,1.1,1.08,1.03
10/17/2012,0.81,1.1,1.08,1.03
10/18/2012,0.83,1.11,1.06,1.03
10/19/2012,0.83,1.11,1.07,1.03
10/22/2012,0.83,1.11,1.08,1.03
10/23/2012,0.83,1.1,1.08,1.03
10/24/2012,0.82,1.1,1.08,1.03
10/25/2012,0.82,1.1,1.08,1.03
10/26/2012,0.82,1.1,1.09,1.03
10/31/2012,0.82,1.1,1.09,1.03
11/1/2012,0.81,1.11,1.09,1.03
11/2/2012,0.81,1.11,1.1,1.03
11/5/2012,0.81,1.12,1.1,1.03
11/6/2012,0.8,1.12,1.11,1.03
11/7/2012,0.8,1.12,1.12,1.02
11/8/2012,0.8,1.11,1.13,1.02
11/9/2012,0.8,1.11,1.13,1.02
11/12/2012,0.8,1.11,1.14,1.01
11/13/2012,0.8,1.11,1.14,1.01
11/14/2012,0.8,1.11,1.15,1.01
11/15/2012,0.8,1.1,1.15,1.01
11/16/2012,0.81,1.1,1.14,1.01
11/19/2012,0.81,1.09,1.17,0.99
11/20/2012,0.81,1.09,1.18,0.99
11/21/2012,0.8,1.09,1.18,0.99
11/23/2012,0.79,1.09,1.18,0.99
11/26/2012,0.79,1.08,1.18,0.99
11/27/2012,0.79,1.08,1.19,0.99
11/28/2012,0.79,1.08,1.19,0.99
11/29/2012,0.77,1.09,1.19,0.99
11/30/2012,0.77,1.09,1.19,0.99
12/3/2012,0.78,1.07,1.22,0.98
12/4/2012,0.78,1.07,1.22,0.99
12/5/2012,0.77,1.07,1.24,0.98
12/6/2012,0.77,1.07,1.24,0.97
12/7/2012,0.77,1.06,1.24,0.97
12/10/2012,0.77,1.06,1.24,0.97
12/11/2012,0.78,1.06,1.25,0.97
12/12/2012,0.77,1.06,1.26,0.97
12/13/2012,0.77,1.05,1.26,0.97
12/14/2012,0.77,1.04,1.27,0.97
12/17/2012,0.78,1.04,1.27,0.96
12/18/2012,0.77,1.04,1.27,0.96
12/19/2012,0.77,1.04,1.27,0.96
12/20/2012,0.77,1.04,1.28,0.96
12/21/2012,0.78,1.03,1.28,0.96
12/24/2012,0.79,1.03,1.29,0.94
12/26/2012,0.79,1.03,1.3,0.95
12/27/2012,0.79,1.03,1.3,0.95
12/28/2012,0.79,1.03,1.3,0.95
12/31/2012,0.79,1.02,1.31,0.94
1/2/2013,0.79,1.03,1.29,0.95
1/3/2013,0.79,1.03,1.3,0.95
1/4/2013,0.78,1.03,1.3,0.94
1/7/2013,0.78,1.03,1.3,0.94
1/8/2013,0.78,1.03,1.3,0.94
1/9/2013,0.78,1.03,1.3,0.94
1/10/2013,0.78,1.03,1.3,0.94
1/11/2013,0.78,1.03,1.3,0.94
1/14/2013,0.78,1.03,1.31,0.94
1/15/2013,0.78,1.03,1.31,0.94
1/16/2013,0.77,1.03,1.32,0.94
1/17/2013,0.78,1.03,1.32,0.94
1/18/2013,0.78,1.02,1.32,0.94
1/22/2013,0.78,1.02,1.32,0.94
1/23/2013,0.79,1.01,1.32,0.93
1/24/2013,0.77,1,1.37,0.92
1/25/2013,0.77,1,1.37,0.92
1/28/2013,0.78,1.01,1.36,0.92
1/29/2013,0.78,1.01,1.36,0.92
1/30/2013,0.77,1.01,1.36,0.92
1/31/2013,0.78,1.01,1.36,0.92
2/1/2013,0.78,1.01,1.35,0.92
2/4/2013,0.79,1.01,1.35,0.92
2/5/2013,0.79,1,1.36,0.92
2/6/2013,0.78,1,1.36,0.92
2/7/2013,0.78,1,1.36,0.92
2/8/2013,0.79,1.01,1.36,0.92
2/11/2013,0.79,1,1.36,0.92
2/12/2013,0.79,1,1.36,0.92
2/13/2013,0.79,1,1.36,0.92
2/14/2013,0.79,1,1.36,0.92
2/15/2013,0.79,1,1.36,0.92
2/19/2013,0.79,1.01,1.35,0.92
2/20/2013,0.79,1.01,1.36,0.91
2/21/2013,0.79,1.01,1.36,0.91
2/22/2013,0.79,1.02,1.35,0.91
2/25/2013,0.79,1.02,1.35,0.91
2/26/2013,0.79,1.02,1.35,0.91
2/27/2013,0.79,1.02,1.35,0.91
2/28/2013,0.79,1.02,1.35,0.91
3/1/2013,0.79,1.02,1.35,0.91
3/4/2013,0.79,1.02,1.35,0.91
3/5/2013,0.79,1.02,1.35,0.91
3/6/2013,0.79,1.02,1.35,0.91
3/7/2013,0.79,1.01,1.35,0.91
3/8/2013,0.78,1.02,1.35,0.91
3/11/2013,0.78,1.02,1.35,0.91
3/12/2013,0.79,1.02,1.35,0.91
3/13/2013,0.79,1.02,1.35,0.91
3/14/2013,0.79,1.02,1.35,0.91
3/15/2013,0.78,1.02,1.35,0.91
3/18/2013,0.79,1.02,1.35,0.91
3/19/2013,0.79,1.02,1.35,0.91
3/20/2013,0.79,1.02,1.34,0.91
3/21/2013,0.78,1.02,1.33,0.92
3/22/2013,0.78,1.02,1.34,0.92
3/25/2013,0.78,1.02,1.34,0.92
3/26/2013,0.78,1.02,1.33,0.92
3/27/2013,0.78,1.02,1.33,0.92
3/28/2013,0.78,1.03,1.33,0.92
4/1/2013,0.77,1.03,1.34,0.92
4/2/2013,0.78,1.03,1.34,0.92
4/3/2013,0.78,1.03,1.33,0.92
4/4/2013,0.78,1.03,1.33,0.92
4/5/2013,0.78,1.03,1.33,0.92
4/8/2013,0.78,1.04,1.33,0.92
4/9/2013,0.78,1.04,1.33,0.92
4/10/2013,0.78,1.04,1.33,0.92
4/11/2013,0.78,1.04,1.33,0.92
4/12/2013,0.78,1.04,1.33,0.92
4/15/2013,0.78,1.04,1.33,0.92
4/16/2013,0.78,1.04,1.34,0.91
4/17/2013,0.76,1.04,1.35,0.91
4/18/2013,0.77,1.04,1.34,0.92
4/19/2013,0.77,1.05,1.33,0.92
4/22/2013,0.77,1.05,1.34,0.92
4/23/2013,0.78,1.05,1.33,0.92
4/24/2013,0.78,1.05,1.33,0.93
4/25/2013,0.78,1.05,1.33,0.93
4/26/2013,0.78,1.05,1.33,0.93
4/29/2013,0.8,1.07,1.3,0.95
4/30/2013,0.8,1.06,1.3,0.95
5/1/2013,0.8,1.06,1.3,0.95
5/2/2013,0.8,1.06,1.29,0.95
5/3/2013,0.8,1.06,1.29,0.95
5/6/2013,0.8,1.06,1.3,0.95
5/7/2013,0.8,1.05,1.3,0.95
5/8/2013,0.8,1.05,1.3,0.94
5/9/2013,0.8,1.05,1.3,0.94
5/10/2013,0.81,1.05,1.3,0.94
5/13/2013,0.81,1.05,1.3,0.94
5/14/2013,0.81,1.05,1.31,0.94
5/15/2013,0.81,1.05,1.3,0.94
5/16/2013,0.81,1.05,1.31,0.94
5/17/2013,0.81,1.05,1.3,0.94
5/20/2013,0.81,1.04,1.3,0.94
5/21/2013,0.81,1.05,1.3,0.94
5/22/2013,0.81,1.05,1.3,0.94
5/23/2013,0.81,1.06,1.28,0.95
5/24/2013,0.81,1.06,1.28,0.95
5/28/2013,0.81,1.06,1.27,0.95
5/29/2013,0.81,1.07,1.27,0.95
5/30/2013,0.81,1.07,1.28,0.95
5/31/2013,0.81,1.07,1.27,0.95
6/3/2013,0.8,1.07,1.28,0.95
6/4/2013,0.8,1.06,1.28,0.96
6/5/2013,0.81,1.06,1.28,0.95
6/6/2013,0.8,1.07,1.28,0.95
6/7/2013,0.81,1.06,1.28,0.96
6/10/2013,0.81,1.06,1.3,0.95
6/11/2013,0.81,1.06,1.29,0.95
6/12/2013,0.82,1.06,1.29,0.95
6/13/2013,0.81,1.06,1.29,0.94
6/14/2013,0.82,1.06,1.29,0.94
6/17/2013,0.82,1.06,1.29,0.94
6/18/2013,0.82,1.06,1.29,0.94
6/19/2013,0.82,1.06,1.3,0.93
6/20/2013,0.82,1.07,1.28,0.94
6/21/2013,0.81,1.07,1.29,0.94
6/24/2013,0.82,1.07,1.29,0.93
6/25/2013,0.81,1.06,1.31,0.93
6/26/2013,0.81,1.06,1.31,0.93
6/27/2013,0.81,1.05,1.31,0.93
6/28/2013,0.81,1.05,1.31,0.92
7/1/2013,0.81,1.05,1.32,0.92
7/2/2013,0.81,1.05,1.32,0.92
7/3/2013,0.81,1.04,1.33,0.91
7/5/2013,0.81,1.04,1.33,0.91
7/8/2013,0.81,1.04,1.33,0.91
7/9/2013,0.81,1.04,1.33,0.91
7/10/2013,0.81,1.04,1.34,0.9
7/11/2013,0.81,1.05,1.34,0.91
7/12/2013,0.81,1.04,1.34,0.91
7/15/2013,0.8,1.04,1.34,0.91
7/16/2013,0.8,1.04,1.34,0.91
7/17/2013,0.81,1.04,1.35,0.9
7/18/2013,0.81,1.04,1.35,0.9
7/19/2013,0.81,1.03,1.34,0.94
7/22/2013,0.81,1.01,1.35,0.93
7/23/2013,0.8,1.02,1.36,0.94
7/24/2013,0.82,1,1.37,0.93
7/25/2013,0.82,1,1.37,0.92
7/26/2013,0.82,1,1.38,0.92
7/29/2013,0.82,1.01,1.37,0.92
7/30/2013,0.82,1.01,1.38,0.92
7/31/2013,0.81,1.01,1.38,0.92
8/1/2013,0.81,1.01,1.38,0.91
8/2/2013,0.81,1.01,1.38,0.91
8/5/2013,0.81,1.01,1.38,0.91
8/6/2013,0.81,1.01,1.38,0.91
8/7/2013,0.81,1.01,1.39,0.9
8/8/2013,0.81,1.01,1.39,0.91
8/9/2013,0.81,1.01,1.4,0.9
8/12/2013,0.81,1.01,1.4,0.9
8/13/2013,0.81,1.01,1.41,0.9
8/14/2013,0.81,1.01,1.41,0.9
8/15/2013,0.81,1.01,1.4,0.9
8/16/2013,0.81,1.01,1.4,0.9
8/19/2013,0.81,1.01,1.4,0.9
8/20/2013,0.81,1.01,1.4,0.9
8/21/2013,0.81,1.02,1.4,0.9
8/22/2013,0.81,1.02,1.39,0.9
8/23/2013,0.81,1.02,1.39,0.91
8/26/2013,0.81,1.02,1.39,0.91
8/27/2013,0.81,1.01,1.39,0.92
8/28/2013,0.81,1.01,1.39,0.91
8/29/2013,0.81,1.01,1.38,0.92
8/30/2013,0.82,1.02,1.38,0.91
9/3/2013,0.82,1.02,1.38,0.91
9/4/2013,0.82,1.02,1.39,0.9
9/5/2013,0.82,1.02,1.39,0.9
9/6/2013,0.82,1.02,1.39,0.9
9/9/2013,0.82,1.02,1.39,0.9
9/10/2013,0.81,1.01,1.41,0.9
9/11/2013,0.81,1.01,1.42,0.89
9/12/2013,0.81,1,1.41,0.9
9/13/2013,0.81,1,1.41,0.9
9/16/2013,0.81,1,1.42,0.9
9/17/2013,0.8,1.01,1.42,0.9
9/18/2013,0.81,1,1.42,0.9
9/19/2013,0.81,1,1.42,0.9
9/20/2013,0.8,1,1.42,0.91
9/23/2013,0.8,1,1.42,0.91
9/24/2013,0.8,1,1.42,0.91
9/25/2013,0.8,1,1.42,0.91
9/26/2013,0.81,1,1.42,0.9
9/27/2013,0.81,1,1.42,0.9
9/30/2013,0.82,1,1.42,0.9
10/1/2013,0.82,0.99,1.42,0.9
10/2/2013,0.82,0.99,1.42,0.9
10/3/2013,0.82,0.99,1.42,0.9
10/4/2013,0.82,0.99,1.42,0.9
10/7/2013,0.82,0.99,1.41,0.9
10/8/2013,0.83,0.99,1.4,0.9
10/9/2013,0.83,0.99,1.4,0.9
10/10/2013,0.83,1,1.39,0.9
10/11/2013,0.82,0.99,1.39,0.9
10/14/2013,0.82,0.99,1.4,0.9
10/15/2013,0.82,0.99,1.39,0.9
10/16/2013,0.82,0.99,1.39,0.9
10/17/2013,0.83,0.99,1.39,0.9
10/18/2013,0.91,0.97,1.38,0.89
10/21/2013,0.91,0.96,1.38,0.89
10/22/2013,0.88,0.98,1.38,0.9
10/23/2013,0.88,0.98,1.38,0.9
10/24/2013,0.88,0.98,1.37,0.91
10/25/2013,0.89,0.99,1.36,0.92
10/28/2013,0.89,0.99,1.37,0.92
10/29/2013,0.89,0.99,1.36,0.92
10/30/2013,0.89,0.99,1.36,0.92
10/31/2013,0.89,0.99,1.36,0.92
11/1/2013,0.89,0.97,1.37,0.91
11/4/2013,0.9,0.97,1.37,0.92
11/5/2013,0.9,0.97,1.36,0.92
11/6/2013,0.91,0.97,1.36,0.93
11/7/2013,0.92,0.96,1.35,0.93
11/8/2013,0.91,0.97,1.34,0.93
11/11/2013,0.91,0.97,1.34,0.93
11/12/2013,0.91,0.97,1.34,0.93
11/13/2013,0.92,0.96,1.34,0.92
11/14/2013,0.91,0.96,1.34,0.92
11/15/2013,0.91,0.96,1.34,0.93
11/18/2013,0.91,0.96,1.34,0.93
11/19/2013,0.91,0.99,1.29,0.96
11/20/2013,0.92,0.98,1.29,0.96
11/21/2013,0.92,0.99,1.29,0.96
11/22/2013,0.93,0.99,1.29,0.95
11/25/2013,0.93,1,1.28,0.96
11/26/2013,0.93,1,1.28,0.95
11/27/2013,0.93,0.99,1.29,0.95
11/29/2013,0.92,0.99,1.29,0.95
12/2/2013,0.93,0.99,1.29,0.95
12/3/2013,0.92,0.99,1.3,0.95
12/4/2013,0.92,0.99,1.3,0.95
12/5/2013,0.93,1,1.27,0.96
12/6/2013,0.93,1,1.26,0.97
12/9/2013,0.93,1.01,1.26,0.97
12/10/2013,0.93,1.01,1.26,0.97
12/11/2013,0.93,1,1.26,0.97
12/12/2013,0.93,1,1.25,0.98
12/13/2013,0.93,1,1.25,0.98
12/16/2013,0.94,1.01,1.24,0.98
12/17/2013,0.93,1.02,1.24,0.98
12/18/2013,0.95,1.02,1.22,0.99
12/19/2013,0.95,1.02,1.22,0.99
12/20/2013,0.95,1.02,1.22,0.99
12/23/2013,0.95,1.01,1.24,0.98
12/24/2013,0.95,1.01,1.24,0.98
12/26/2013,0.95,1.01,1.24,0.98
12/27/2013,0.95,1.01,1.24,0.98
12/30/2013,0.95,1.01,1.24,0.98
12/31/2013,0.96,1.02,1.22,0.99
1/2/2014,0.97,1,1.24,0.98
1/3/2014,0.97,1,1.24,0.98
1/6/2014,0.98,1,1.23,0.98
1/7/2014,0.98,1,1.23,0.98
1/8/2014,0.98,1,1.23,0.98
1/9/2014,0.98,1,1.23,0.98
1/10/2014,0.98,1,1.23,0.99
1/13/2014,0.99,1,1.22,0.99
1/14/2014,0.99,1.01,1.21,1
1/15/2014,0.98,1,1.21,1.01
1/16/2014,0.99,1,1.2,1.01
1/17/2014,0.99,1,1.2,1.01
1/21/2014,0.99,1,1.2,1.01
1/22/2014,0.99,1,1.2,1.01
1/23/2014,0.97,1.01,1.2,1.02
1/24/2014,1.04,1.03,1.1,1.03
1/27/2014,1.05,1.02,1.09,1.03
1/28/2014,1.04,1.02,1.12,1.02
1/29/2014,1.05,1.02,1.12,1.01
1/30/2014,1.07,1.01,1.1,1.01
1/31/2014,1.07,1.01,1.1,1.01
2/3/2014,1.08,1,1.09,1.02
2/4/2014,1.08,1.01,1.08,1.01
2/5/2014,1.08,1.01,1.07,1.02
2/6/2014,1.08,1.01,1.06,1.02
2/7/2014,1.08,1.01,1.06,1.02
2/10/2014,1.08,1.01,1.06,1.02
2/11/2014,1.08,1.01,1.06,1.02
2/12/2014,1.08,1.01,1.06,1.02
2/13/2014,1.09,1.01,1.06,1.02
2/14/2014,1.09,1.01,1.06,1.02
2/18/2014,1.09,1.01,1.06,1.02
2/19/2014,1.09,1.01,1.06,1.02
2/20/2014,1.08,1.01,1.06,1.02
2/21/2014,1.09,1,1.06,1.02
2/24/2014,1.1,1,1.06,1.02
2/25/2014,1.1,1,1.06,1.02
2/26/2014,1.1,0.99,1.06,1.02
2/27/2014,1.1,0.99,1.07,1.02
2/28/2014,1.1,0.99,1.07,1.02
3/3/2014,1.1,0.99,1.06,1.02
3/4/2014,1.1,0.98,1.05,1.02
3/5/2014,1.1,0.99,1.05,1.03
3/6/2014,1.1,0.99,1.05,1.03
3/7/2014,1.1,0.99,1.05,1.03
3/10/2014,1.1,0.99,1.04,1.03
3/11/2014,1.1,0.99,1.04,1.03
3/12/2014,1.1,0.99,1.04,1.03
3/13/2014,1.1,0.99,1.03,1.03
3/14/2014,1.11,0.99,1.03,1.03
3/17/2014,1.11,0.99,1.03,1.03
3/18/2014,1.1,0.98,1.03,1.03
3/19/2014,1.11,0.98,1.03,1.04
3/20/2014,1.1,0.99,1.03,1.04
3/21/2014,1.12,0.98,1.03,1.03
3/24/2014,1.13,0.98,1.03,1.03
3/25/2014,1.12,0.98,1.03,1.02
3/26/2014,1.14,0.98,1.03,1.02
3/27/2014,1.13,0.98,1.03,1.02
3/28/2014,1.13,0.98,1.03,1.02
3/31/2014,1.14,0.97,1.02,1.03
4/1/2014,1.15,0.97,1.02,1.03
4/2/2014,1.15,0.97,1.02,1.03
4/3/2014,1.15,0.96,1.02,1.03
4/4/2014,1.17,0.97,1.01,1.03
4/7/2014,1.17,0.96,1.01,1.03
4/8/2014,1.18,0.96,1.01,1.03
4/9/2014,1.2,0.95,1.01,1.03
4/10/2014,1.22,0.95,0.99,1.02
4/11/2014,1.22,0.96,0.99,1.03
4/14/2014,1.22,0.95,0.98,1.03
4/15/2014,1.23,0.95,0.98,1.03
4/16/2014,1.26,0.94,0.94,1.05
4/17/2014,1.25,0.95,0.92,1.05
4/21/2014,1.26,0.95,0.92,1.05
4/22/2014,1.26,0.95,0.92,1.05
4/23/2014,1.27,0.94,0.92,1.06
4/24/2014,1.26,0.93,0.95,1.05
4/25/2014,1.27,0.95,0.94,1.04
4/28/2014,1.26,0.94,0.95,1.04
4/29/2014,1.27,0.95,0.94,1.04
4/30/2014,1.27,0.95,0.93,1.04
5/1/2014,1.28,0.95,0.93,1.05
5/2/2014,1.28,0.95,0.93,1.05
5/5/2014,1.28,0.96,0.93,1.05
5/6/2014,1.29,0.95,0.92,1.05
