Date,Internet,Semiconductor,Hardware,Software
5/7/2014,1.29,0.95,0.92,1.05
5/8/2014,1.28,0.95,0.92,1.05
5/9/2014,1.29,0.95,0.92,1.05
5/12/2014,1.29,0.95,0.92,1.05
5/13/2014,1.29,0.95,0.92,1.05
5/14/2014,1.29,0.95,0.92,1.05
5/15/2014,1.29,0.95,0.92,1.05
5/16/2014,1.3,0.96,0.92,1.05
5/19/2014,1.3,0.96,0.93,1.05
5/20/2014,1.3,0.96,0.93,1.05
5/21/2014,1.31,0.96,0.93,1.05
5/22/2014,1.3,0.96,0.93,1.04
5/23/2014,1.3,0.96,0.94,1.04
5/27/2014,1.31,0.96,0.94,1.04
5/28/2014,1.31,0.96,0.94,1.03
5/29/2014,1.3,0.96,0.95,1.03
5/30/2014,1.31,0.96,0.94,1.04
6/2/2014,1.31,0.96,0.94,1.04
6/3/2014,1.32,0.95,0.94,1.03
6/4/2014,1.32,0.96,0.95,1.03
6/5/2014,1.32,0.95,0.94,1.04
6/6/2014,1.32,0.95,0.94,1.04
6/9/2014,1.32,0.95,0.95,1.03
6/10/2014,1.32,0.95,0.95,1.03
6/11/2014,1.32,0.94,0.95,1.03
6/12/2014,1.32,0.93,0.95,1.03
6/13/2014,1.32,0.94,0.95,1.04
6/16/2014,1.33,0.94,0.95,1.04
6/17/2014,1.33,0.94,0.95,1.04
6/18/2014,1.33,0.93,0.95,1.04
6/19/2014,1.34,0.93,0.95,1.04
6/20/2014,1.35,0.91,0.96,1.04
6/23/2014,1.36,0.91,0.96,1.03
6/24/2014,1.36,0.9,0.94,1.05
6/25/2014,1.37,0.9,0.94,1.05
6/26/2014,1.37,0.9,0.94,1.05
6/27/2014,1.36,0.9,0.95,1.05
6/30/2014,1.37,0.9,0.95,1.05
7/1/2014,1.36,0.91,0.94,1.05
7/2/2014,1.36,0.91,0.94,1.05
7/3/2014,1.36,0.91,0.94,1.05
7/7/2014,1.36,0.9,0.95,1.05
7/8/2014,1.38,0.9,0.94,1.05
7/9/2014,1.38,0.9,0.94,1.05
7/10/2014,1.38,0.89,0.94,1.05
7/11/2014,1.39,0.88,0.95,1.04
7/14/2014,1.39,0.88,0.95,1.04
7/15/2014,1.39,0.88,0.95,1.03
7/16/2014,1.38,0.9,0.94,1.04
7/17/2014,1.38,0.91,0.95,1.03
7/18/2014,1.38,0.9,0.95,1.02
7/21/2014,1.4,0.92,0.96,0.96
7/22/2014,1.4,0.92,0.96,0.96
7/23/2014,1.4,0.92,0.96,0.96
7/24/2014,1.4,0.94,0.94,0.96
7/25/2014,1.4,0.94,0.94,0.96
7/28/2014,1.4,0.94,0.94,0.96
7/29/2014,1.4,0.94,0.94,0.96
7/30/2014,1.4,0.94,0.94,0.96
7/31/2014,1.4,0.94,0.95,0.95
8/1/2014,1.4,0.94,0.95,0.96
8/4/2014,1.4,0.94,0.94,0.96
8/5/2014,1.4,0.95,0.94,0.96
8/6/2014,1.4,0.95,0.94,0.96
8/7/2014,1.4,0.95,0.94,0.96
8/8/2014,1.4,0.95,0.94,0.96
8/11/2014,1.4,0.95,0.94,0.96
8/12/2014,1.4,0.95,0.93,0.96
8/13/2014,1.41,0.96,0.92,0.96
8/14/2014,1.41,0.96,0.92,0.97
8/15/2014,1.42,0.95,0.93,0.96
8/18/2014,1.42,0.95,0.93,0.96
8/19/2014,1.42,0.95,0.93,0.96
8/20/2014,1.42,0.95,0.93,0.96
8/21/2014,1.42,0.95,0.93,0.96
8/22/2014,1.42,0.95,0.93,0.96
8/25/2014,1.42,0.95,0.94,0.95
8/26/2014,1.42,0.95,0.94,0.95
8/27/2014,1.44,0.95,0.92,0.94
8/28/2014,1.44,0.95,0.92,0.94
8/29/2014,1.44,0.95,0.92,0.94
9/2/2014,1.44,0.95,0.92,0.95
9/3/2014,1.43,0.94,0.94,0.95
9/4/2014,1.43,0.93,0.93,0.96
9/5/2014,1.43,0.93,0.93,0.96
9/8/2014,1.43,0.93,0.93,0.96
9/9/2014,1.44,0.94,0.93,0.95
9/10/2014,1.44,0.93,0.95,0.95
9/11/2014,1.44,0.93,0.93,0.95
9/12/2014,1.44,0.93,0.93,0.95
9/15/2014,1.44,0.94,0.93,0.95
9/16/2014,1.45,0.94,0.92,0.96
9/17/2014,1.45,0.94,0.92,0.96
9/18/2014,1.45,0.95,0.91,0.95
9/19/2014,1.45,0.95,0.92,0.95
9/22/2014,1.46,0.95,0.91,0.95
9/23/2014,1.46,0.95,0.9,0.95
9/24/2014,1.46,0.96,0.9,0.95
9/25/2014,1.44,0.95,0.92,0.95
9/26/2014,1.43,0.95,0.93,0.95
9/29/2014,1.44,0.95,0.93,0.95
9/30/2014,1.44,0.95,0.93,0.95
10/1/2014,1.43,0.96,0.92,0.95
10/2/2014,1.43,0.96,0.92,0.95
10/3/2014,1.43,0.96,0.92,0.95
10/6/2014,1.44,0.96,0.92,0.95
10/7/2014,1.43,0.97,0.92,0.95
10/8/2014,1.42,0.97,0.92,0.95
10/9/2014,1.42,0.98,0.91,0.96
10/10/2014,1.41,1.04,0.89,0.97
10/13/2014,1.41,1.05,0.89,0.96
10/14/2014,1.41,1.05,0.89,0.96
10/15/2014,1.41,1.05,0.89,0.96
10/16/2014,1.42,1.05,0.9,0.97
10/17/2014,1.4,1.05,0.9,0.97
10/20/2014,1.32,1.07,0.91,0.99
10/21/2014,1.31,1.09,0.91,0.99
10/22/2014,1.31,1.09,0.91,0.99
10/23/2014,1.31,1.08,0.92,0.98
10/24/2014,1.31,1.08,0.91,0.99
10/27/2014,1.32,1.08,0.92,0.99
10/28/2014,1.31,1.08,0.92,0.99
10/29/2014,1.31,1.08,0.92,0.99
10/30/2014,1.31,1.07,0.92,0.99
10/31/2014,1.3,1.1,0.92,0.99
11/3/2014,1.3,1.1,0.92,0.99
11/4/2014,1.3,1.1,0.92,0.99
11/5/2014,1.3,1.1,0.92,0.99
11/6/2014,1.3,1.1,0.92,0.98
11/7/2014,1.3,1.1,0.92,0.98
11/10/2014,1.3,1.1,0.92,0.98
11/11/2014,1.3,1.1,0.92,0.98
11/12/2014,1.3,1.1,0.92,0.98
11/13/2014,1.29,1.1,0.93,0.98
11/14/2014,1.3,1.1,0.93,0.97
11/17/2014,1.3,1.1,0.93,0.97
11/18/2014,1.3,1.1,0.93,0.97
11/19/2014,1.3,1.1,0.93,0.97
11/20/2014,1.29,1.11,0.93,0.97
11/21/2014,1.3,1.1,0.93,0.97
11/24/2014,1.29,1.1,0.94,0.96
11/25/2014,1.3,1.1,0.94,0.96
11/26/2014,1.29,1.11,0.94,0.97
11/28/2014,1.3,1.11,0.93,0.97
12/1/2014,1.3,1.11,0.94,0.95
12/2/2014,1.3,1.11,0.94,0.96
12/3/2014,1.3,1.11,0.93,0.95
12/4/2014,1.3,1.11,0.93,0.95
12/5/2014,1.3,1.11,0.94,0.95
12/8/2014,1.29,1.11,0.95,0.95
12/9/2014,1.29,1.11,0.95,0.95
12/10/2014,1.28,1.11,0.95,0.95
12/11/2014,1.28,1.1,0.95,0.95
12/12/2014,1.28,1.11,0.96,0.93
12/15/2014,1.28,1.11,0.96,0.93
12/16/2014,1.28,1.1,0.96,0.94
12/17/2014,1.28,1.1,0.97,0.94
12/18/2014,1.25,1.08,0.97,0.97
12/19/2014,1.25,1.08,0.97,0.97
12/22/2014,1.25,1.08,0.97,0.97
12/23/2014,1.25,1.09,0.96,0.97
12/24/2014,1.25,1.09,0.96,0.97
12/26/2014,1.25,1.08,0.96,0.97
12/29/2014,1.25,1.08,0.96,0.97
12/30/2014,1.24,1.09,0.96,0.97
12/31/2014,1.24,1.08,0.97,0.97
1/2/2015,1.24,1.08,0.96,0.98
1/5/2015,1.24,1.08,0.97,0.97
1/6/2015,1.24,1.09,0.97,0.97
1/7/2015,1.23,1.09,0.97,0.97
1/8/2015,1.22,1.09,0.98,0.97
1/9/2015,1.22,1.09,0.98,0.97
1/12/2015,1.21,1.09,0.99,0.97
1/13/2015,1.21,1.09,1,0.96
1/14/2015,1.21,1.08,1,0.96
1/15/2015,1.21,1.08,1,0.95
1/16/2015,1.21,1.08,1,0.96
1/20/2015,1.21,1.08,1,0.96
1/21/2015,1.21,1.08,1,0.96
1/22/2015,1.22,1.06,1,0.96
1/23/2015,1.22,1.06,1,0.96
1/26/2015,1.21,1.06,1,0.98
1/27/2015,1.18,1.06,1.01,1.02
1/28/2015,1.19,1.06,0.99,1.03
1/29/2015,1.18,1.07,1,1.04
1/30/2015,1.14,1.08,1.01,1.06
2/2/2015,1.13,1.08,1.01,1.06
2/3/2015,1.12,1.08,1.03,1.05
2/4/2015,1.12,1.08,1.03,1.05
2/5/2015,1.12,1.08,1.02,1.05
2/6/2015,1.11,1.08,1.03,1.05
2/9/2015,1.11,1.08,1.03,1.05
2/10/2015,1.11,1.1,1.03,1.05
2/11/2015,1.11,1.1,1.03,1.05
2/12/2015,1.1,1.1,1.03,1.04
2/13/2015,1.1,1.09,1.02,1.05
2/17/2015,1.1,1.09,1.02,1.05
2/18/2015,1.1,1.09,1.02,1.05
2/19/2015,1.1,1.09,1.02,1.05
2/20/2015,1.1,1.09,1.02,1.05
2/23/2015,1.1,1.09,1.02,1.05
2/24/2015,1.1,1.09,1.02,1.05
2/25/2015,1.09,1.09,1.03,1.05
2/26/2015,1.09,1.09,1.03,1.05
2/27/2015,1.09,1.1,1.03,1.05
3/2/2015,1.1,1.1,1.03,1.04
3/3/2015,1.09,1.1,1.03,1.04
3/4/2015,1.09,1.11,1.03,1.04
3/5/2015,1.09,1.11,1.04,1.04
3/6/2015,1.09,1.11,1.03,1.05
3/9/2015,1.09,1.11,1.03,1.05
3/10/2015,1.09,1.11,1.03,1.04
3/11/2015,1.08,1.11,1.04,1.04
3/12/2015,1.09,1.1,1.04,1.04
3/13/2015,1.09,1.1,1.04,1.04
3/16/2015,1.08,1.1,1.04,1.04
3/17/2015,1.08,1.1,1.04,1.04
3/18/2015,1.08,1.1,1.04,1.03
3/19/2015,1.08,1.1,1.05,1.03
3/20/2015,1.08,1.1,1.05,1.03
3/23/2015,1.08,1.1,1.05,1.03
3/24/2015,1.08,1.1,1.05,1.03
3/25/2015,1.07,1.12,1.05,1.03
3/26/2015,1.06,1.12,1.05,1.04
3/27/2015,1.06,1.13,1.05,1.04
3/30/2015,1.05,1.12,1.06,1.03
3/31/2015,1.06,1.12,1.06,1.03
4/1/2015,1.05,1.12,1.06,1.03
4/2/2015,1.05,1.12,1.06,1.03
4/6/2015,1.05,1.13,1.06,1.03
4/7/2015,1.03,1.13,1.07,1.03
4/8/2015,1.03,1.13,1.07,1.03
4/9/2015,1.02,1.13,1.07,1.03
4/10/2015,1.01,1.14,1.08,1.03
4/13/2015,0.99,1.14,1.09,1.03
4/14/2015,0.99,1.14,1.1,1.03
4/15/2015,0.98,1.15,1.1,1.03
4/16/2015,0.98,1.15,1.1,1.03
4/17/2015,0.98,1.15,1.1,1.03
4/20/2015,0.98,1.15,1.1,1.03
4/21/2015,0.98,1.15,1.1,1.03
4/22/2015,0.97,1.15,1.1,1.03
4/23/2015,0.97,1.15,1.1,1.03
4/24/2015,0.98,1.14,1.07,1.05
4/27/2015,0.97,1.13,1.09,1.06
4/28/2015,0.98,1.14,1.08,1.06
4/29/2015,0.97,1.13,1.08,1.06
4/30/2015,0.97,1.13,1.09,1.06
5/1/2015,0.97,1.14,1.1,1.05
5/4/2015,0.96,1.14,1.1,1.05
5/5/2015,0.97,1.14,1.1,1.05
5/6/2015,0.96,1.15,1.1,1.05
5/7/2015,0.96,1.15,1.1,1.05
5/8/2015,0.95,1.14,1.1,1.05
5/11/2015,0.95,1.14,1.1,1.05
5/12/2015,0.94,1.14,1.11,1.05
5/13/2015,0.95,1.14,1.11,1.05
5/14/2015,0.95,1.14,1.11,1.05
5/15/2015,0.95,1.13,1.11,1.05
5/18/2015,0.95,1.13,1.11,1.05
5/19/2015,0.95,1.13,1.11,1.06
5/20/2015,0.95,1.13,1.11,1.05
5/21/2015,0.94,1.14,1.11,1.05
5/22/2015,0.94,1.14,1.11,1.06
5/26/2015,0.94,1.13,1.12,1.05
5/27/2015,0.93,1.15,1.11,1.06
5/28/2015,0.93,1.15,1.11,1.06
5/29/2015,0.94,1.14,1.11,1.06
6/1/2015,0.94,1.14,1.11,1.06
6/2/2015,0.93,1.15,1.11,1.06
6/3/2015,0.93,1.15,1.11,1.06
6/4/2015,0.93,1.15,1.11,1.06
6/5/2015,0.93,1.15,1.11,1.05
6/8/2015,0.93,1.15,1.11,1.05
6/9/2015,0.93,1.15,1.11,1.05
6/10/2015,0.94,1.15,1.11,1.05
6/11/2015,0.94,1.15,1.11,1.05
6/12/2015,0.93,1.15,1.11,1.05
6/15/2015,0.93,1.15,1.11,1.05
6/16/2015,0.93,1.15,1.11,1.06
6/17/2015,0.93,1.15,1.11,1.06
6/18/2015,0.93,1.15,1.11,1.05
6/19/2015,0.93,1.15,1.11,1.05
6/22/2015,0.93,1.15,1.11,1.05
6/23/2015,0.93,1.15,1.11,1.05
6/24/2015,0.93,1.15,1.1,1.05
6/25/2015,0.93,1.15,1.11,1.05
6/26/2015,0.93,1.16,1.1,1.05
6/29/2015,0.93,1.16,1.1,1.05
6/30/2015,0.93,1.16,1.1,1.05
7/1/2015,0.93,1.16,1.1,1.05
7/2/2015,0.93,1.16,1.1,1.05
7/6/2015,0.93,1.16,1.1,1.05
7/7/2015,0.93,1.16,1.1,1.05
7/8/2015,0.92,1.17,1.11,1.04
7/9/2015,0.92,1.17,1.11,1.04
7/10/2015,0.92,1.17,1.11,1.03
7/13/2015,0.93,1.17,1.11,1.03
7/14/2015,0.93,1.17,1.11,1.03
7/15/2015,0.93,1.17,1.11,1.03
7/16/2015,0.94,1.15,1.11,1.03
7/17/2015,1,1.13,1.1,1.02
7/20/2015,0.99,1.13,1.1,1.02
7/21/2015,0.99,1.13,1.1,1.02
7/22/2015,0.98,1.13,1.12,1.03
7/23/2015,0.99,1.13,1.11,1.03
7/24/2015,0.99,1.13,1.11,1.02
7/27/2015,0.99,1.13,1.12,1.03
7/28/2015,0.99,1.14,1.11,1.03
7/29/2015,0.99,1.14,1.11,1.03
7/30/2015,0.98,1.13,1.11,1.03
7/31/2015,0.98,1.14,1.11,1.03
8/3/2015,0.98,1.14,1.11,1.03
8/4/2015,0.97,1.14,1.12,1.02
8/5/2015,0.98,1.13,1.12,1.02
8/6/2015,0.98,1.13,1.12,1.03
8/7/2015,0.98,1.13,1.12,1.03
8/10/2015,0.97,1.14,1.13,1.03
8/11/2015,0.94,1.14,1.15,1.03
8/12/2015,0.94,1.14,1.15,1.03
8/13/2015,0.94,1.14,1.15,1.03
8/14/2015,0.94,1.14,1.15,1.03
8/17/2015,0.94,1.14,1.15,1.03
8/18/2015,0.93,1.15,1.16,1.03
8/19/2015,0.93,1.15,1.16,1.03
8/20/2015,0.94,1.16,1.15,1.03
8/21/2015,0.95,1.12,1.15,1.03
8/24/2015,0.97,1.09,1.14,1.04
8/25/2015,0.96,1.09,1.13,1.04
8/26/2015,0.99,1.08,1.13,1.03
8/27/2015,0.98,1.09,1.13,1.03
8/28/2015,0.98,1.09,1.13,1.03
8/31/2015,0.99,1.09,1.13,1.03
9/1/2015,0.98,1.09,1.13,1.03
9/2/2015,0.98,1.09,1.13,1.03
9/3/2015,0.98,1.09,1.13,1.03
9/4/2015,0.98,1.09,1.13,1.03
9/8/2015,0.97,1.1,1.13,1.04
9/9/2015,0.96,1.1,1.13,1.04
9/10/2015,0.96,1.1,1.13,1.04
9/11/2015,0.96,1.1,1.13,1.04
9/14/2015,0.96,1.1,1.13,1.04
9/15/2015,0.96,1.09,1.12,1.04
9/16/2015,0.96,1.09,1.13,1.04
9/17/2015,0.96,1.09,1.13,1.04
9/18/2015,0.96,1.09,1.13,1.04
9/21/2015,0.96,1.09,1.13,1.04
9/22/2015,0.96,1.09,1.13,1.04
9/23/2015,0.96,1.09,1.13,1.04
9/24/2015,0.96,1.09,1.13,1.04
9/25/2015,0.96,1.09,1.13,1.04
9/28/2015,0.97,1.09,1.12,1.04
9/29/2015,0.97,1.09,1.12,1.04
9/30/2015,0.97,1.09,1.12,1.03
10/1/2015,0.97,1.09,1.12,1.03
10/2/2015,0.97,1.09,1.11,1.04
10/5/2015,0.97,1.09,1.11,1.04
10/6/2015,0.97,1.09,1.11,1.04
10/7/2015,0.97,1.09,1.11,1.04
10/8/2015,0.97,1.09,1.11,1.03
10/9/2015,0.97,1.09,1.12,1.03
10/12/2015,0.97,1.05,1.14,1.03
10/13/2015,0.96,1.05,1.14,1.03
10/14/2015,0.96,1.05,1.14,1.03
10/15/2015,0.96,1.05,1.14,1.03
10/16/2015,0.96,1.05,1.14,1.03
10/19/2015,0.97,1.05,1.14,1.03
10/20/2015,0.97,1.05,1.14,1.03
10/21/2015,0.97,1.04,1.14,1.03
10/22/2015,0.97,1.05,1.13,1.03
10/23/2015,0.99,1.03,1.12,1.05
10/26/2015,0.99,1.03,1.13,1.05
10/27/2015,0.99,1.03,1.13,1.05
10/28/2015,0.98,1.03,1.13,1.04
10/29/2015,0.98,1.03,1.13,1.04
10/30/2015,0.98,1.03,1.13,1.04
11/2/2015,0.99,1.02,1.14,1.04
11/3/2015,0.99,1.02,1.14,1.05
11/4/2015,0.99,1.02,1.14,1.05
11/5/2015,0.99,1.02,1.14,1.05
11/6/2015,0.98,1.02,1.14,1.05
11/9/2015,0.98,1.02,1.14,1.05
11/10/2015,0.98,1.02,1.14,1.05
11/11/2015,0.98,1.02,1.14,1.05
11/12/2015,0.98,1.02,1.14,1.05
11/13/2015,0.99,1.02,1.14,1.04
11/16/2015,0.99,1.01,1.14,1.04
11/17/2015,0.99,1.01,1.14,1.04
11/18/2015,0.99,1.01,1.14,1.04
11/19/2015,0.99,1.01,1.15,1.04
11/20/2015,0.99,1.01,1.14,1.04
11/23/2015,0.99,1.01,1.14,1.04
11/24/2015,0.99,1.01,1.14,1.04
11/25/2015,0.99,1.01,1.14,1.04
11/27/2015,0.99,1.01,1.14,1.05
11/30/2015,0.99,1.01,1.14,1.05
12/1/2015,0.99,1.01,1.13,1.05
12/2/2015,0.99,1.01,1.13,1.05
12/3/2015,1,1,1.13,1.06
12/4/2015,0.99,1,1.13,1.06
12/7/2015,0.99,1,1.13,1.06
12/8/2015,0.99,1,1.13,1.06
12/9/2015,0.99,1,1.13,1.06
12/10/2015,1,1,1.13,1.06
12/11/2015,1,0.99,1.13,1.06
12/14/2015,1,0.99,1.13,1.06
12/15/2015,1,0.99,1.13,1.07
12/16/2015,0.99,0.99,1.13,1.06
12/17/2015,0.99,0.99,1.13,1.06
12/18/2015,1,1,1.13,1.05
12/21/2015,1,1,1.13,1.05
12/22/2015,1,1,1.13,1.05
12/23/2015,1,1,1.13,1.05
12/24/2015,1,1,1.13,1.05
12/28/2015,1,1,1.13,1.05
12/29/2015,1,1,1.13,1.05
12/30/2015,1,1,1.13,1.05
12/31/2015,1,1,1.13,1.05
1/4/2016,1,1,1.12,1.05
1/5/2016,1,1,1.12,1.05
1/6/2016,0.99,1,1.12,1.05
1/7/2016,1,1,1.13,1.05
1/8/2016,1,1,1.12,1.05
1/11/2016,1,1,1.12,1.05
1/12/2016,1,1,1.12,1.05
1/13/2016,1.01,1.01,1.11,1.05
1/14/2016,1.01,1,1.11,1.05
1/15/2016,1.01,1.03,1.1,1.05
1/19/2016,1.01,1.03,1.1,1.05
1/20/2016,1.01,1.03,1.1,1.05
1/21/2016,1.01,1.03,1.1,1.05
1/22/2016,1.01,1.02,1.11,1.05
1/25/2016,1.01,1.02,1.11,1.05
1/26/2016,1.01,1.02,1.11,1.05
1/27/2016,1.01,1.01,1.13,1.02
1/28/2016,1.03,1.01,1.13,1.02
1/29/2016,1.02,1.01,1.12,1.02
2/1/2016,1.03,1.01,1.12,1.02
2/2/2016,1.02,1.02,1.12,1.02
2/3/2016,1.03,1.02,1.11,1.02
2/4/2016,1.02,1.02,1.11,1.02
2/5/2016,1.03,1.02,1.1,1.03
2/8/2016,1.04,1.02,1.1,1.03
2/9/2016,1.04,1.02,1.1,1.03
2/10/2016,1.04,1.01,1.1,1.03
2/11/2016,1.04,1.01,1.09,1.03
2/12/2016,1.04,1.01,1.09,1.04
2/16/2016,1.03,1.01,1.1,1.03
2/17/2016,1.03,1.01,1.09,1.03
2/18/2016,1.03,1.02,1.09,1.03
2/19/2016,1.03,1.02,1.09,1.03
2/22/2016,1.03,1.02,1.09,1.03
2/23/2016,1.03,1.02,1.09,1.03
2/24/2016,1.03,1.02,1.09,1.03
2/25/2016,1.04,1.02,1.09,1.04
2/26/2016,1.03,1.02,1.09,1.04
2/29/2016,1.04,1.02,1.09,1.04
3/1/2016,1.03,1.01,1.09,1.04
3/2/2016,1.03,1.01,1.09,1.04
3/3/2016,1.03,1.01,1.09,1.04
3/4/2016,1.03,1.01,1.09,1.04
3/7/2016,1.04,1.01,1.09,1.04
3/8/2016,1.04,1.01,1.09,1.04
3/9/2016,1.04,1.01,1.09,1.04
3/10/2016,1.04,1.01,1.09,1.04
3/11/2016,1.04,1.01,1.09,1.04
3/14/2016,1.04,1.01,1.09,1.04
3/15/2016,1.04,1.01,1.09,1.04
3/16/2016,1.04,1.01,1.09,1.04
3/17/2016,1.03,1.01,1.09,1.04
3/18/2016,1.03,1.01,1.09,1.04
3/21/2016,1.04,1.01,1.09,1.04
3/22/2016,1.04,1.01,1.09,1.04
3/23/2016,1.04,1.01,1.09,1.04
3/24/2016,1.04,1,1.09,1.04
3/28/2016,1.04,1,1.09,1.04
3/29/2016,1.04,1,1.1,1.04
3/30/2016,1.04,1,1.09,1.04
3/31/2016,1.04,1,1.09,1.04
4/1/2016,1.04,1,1.09,1.04
4/4/2016,1.04,1,1.09,1.04
4/5/2016,1.04,1,1.09,1.04
4/6/2016,1.04,1,1.09,1.04
4/7/2016,1.04,1,1.09,1.04
4/8/2016,1.04,1,1.09,1.04
4/11/2016,1.04,1,1.09,1.04
4/12/2016,1.04,1,1.09,1.04
4/13/2016,1.04,1,1.09,1.04
4/14/2016,1.04,0.99,1.09,1.04
4/15/2016,1.04,0.99,1.09,1.04
4/18/2016,1.04,0.99,1.1,1.04
4/19/2016,1.04,1,1.09,1.04
4/20/2016,1.04,1,1.09,1.04
4/21/2016,1.04,1,1.09,1.04
4/22/2016,1.05,0.99,1.08,1.05
4/25/2016,1.05,1,1.09,1.04
4/26/2016,1.05,1,1.09,1.04
4/27/2016,1.05,0.99,1.09,1.04
4/28/2016,1.04,1,1.1,1.04
4/29/2016,1.04,1,1.1,1.04
5/2/2016,1.04,1,1.09,1.05
5/3/2016,1.04,1,1.09,1.05
5/4/2016,1.04,1,1.08,1.05
5/5/2016,1.04,1,1.09,1.05
5/6/2016,1.04,1,1.08,1.05
5/9/2016,1.04,1,1.08,1.05
5/10/2016,1.04,1,1.08,1.05
5/11/2016,1.04,1,1.08,1.05
5/12/2016,1.04,1,1.08,1.05
5/13/2016,1.04,1,1.08,1.05
5/16/2016,1.04,1,1.09,1.05
5/17/2016,1.04,1,1.08,1.05
5/18/2016,1.04,1,1.08,1.05
5/19/2016,1.04,1,1.08,1.05
5/20/2016,1.04,1,1.08,1.05
5/23/2016,1.04,1,1.08,1.05
5/24/2016,1.03,1.01,1.08,1.05
5/25/2016,1.04,1,1.08,1.05
5/26/2016,1.04,1,1.08,1.05
5/27/2016,1.04,1,1.08,1.05
5/31/2016,1.04,1,1.08,1.05
6/1/2016,1.04,1,1.08,1.05
6/2/2016,1.04,1,1.08,1.05
6/3/2016,1.04,1,1.08,1.05
6/6/2016,1.04,1,1.08,1.05
6/7/2016,1.04,1,1.08,1.05
6/8/2016,1.04,1,1.08,1.05
6/9/2016,1.04,1,1.08,1.05
6/10/2016,1.04,1,1.08,1.05
6/13/2016,1.04,1,1.08,1.05
6/14/2016,1.04,1,1.08,1.05
6/15/2016,1.04,1,1.08,1.05
6/16/2016,1.04,1,1.08,1.05
6/17/2016,1.04,1,1.09,1.05
6/20/2016,1.04,1,1.09,1.05
6/21/2016,1.04,1,1.09,1.05
6/22/2016,1.04,1,1.09,1.05
6/23/2016,1.04,1,1.08,1.05
6/24/2016,1.03,1.01,1.07,1.05
6/27/2016,1.03,1.01,1.07,1.05
6/28/2016,1.03,1.01,1.07,1.05
6/29/2016,1.02,1.01,1.07,1.05
6/30/2016,1.02,1.01,1.07,1.05
7/1/2016,1.02,1.01,1.07,1.05
7/5/2016,1.02,1.01,1.07,1.05
7/6/2016,1.02,1.01,1.07,1.05
7/7/2016,1.02,1.01,1.06,1.06
7/8/2016,1.02,1.01,1.06,1.06
7/11/2016,1.02,1.01,1.06,1.06
